player_id,first_name,last_name,year,team,height,oreb_rate,dreb_rate,ast_rate,stl_rate,blk_rate,tov_rate,pts_hundred,usg_rate,per,ftr,ft_perc,fga_hundred,two_perc,two_m_ast,fga_dunk_perc,three_a_rate,three_a_corner_perc,three_perc,three_m_ast,zero_three_a_perc,three_ten_a_perc,ten_threep_a_perc,cluster,new_position,old_position,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
2013adavisnop,anthony,davis,2013,nop,82,10,23.3,8,2,6.7,8.3,30.8,25.2,26.5,0.438,0.791,22.2,0.522,0.667,0.159,0.009,0.667,0.222,1,0.396,0.207,0.388,8,Skilled Forward,PF,3.83E-177,5.35E-37,2.67E-110,0,3.34E-10,2.24E-105,0,1,6.37E-24
2011sibakaokc,serge,ibaka,2011,okc,82,13.2,18.2,2.5,1,9.8,12.7,17.4,15.7,19,0.241,0.661,14.1,0.536,0.674,0.178,0.006,0.333,0.333,1,0.402,0.169,0.422,8,Skilled Forward,PF,2.86E-264,2.12E-35,2.75E-112,0,1.88E-10,3.32E-185,0,1,1.50E-42
2014adavisnop,anthony,davis,2014,nop,82,8,24.1,11.6,2.1,6.2,6.3,35.4,27.8,30.8,0.384,0.805,25.7,0.54,0.715,0.135,0.01,0.333,0.083,1,0.354,0.169,0.467,8,Skilled Forward,PF,8.65E-279,3.41E-74,1.82E-284,0,6.01E-11,1.22E-107,0,1,2.71E-67
2018jcollinsatl,john,collins,2018,atl,82,12.3,22.1,11,0.6,1.8,11.2,30,23.7,21.8,0.32,0.763,21,0.609,0.727,0.215,0.19,0.31,0.348,1,0.543,0.189,0.078,8,Skilled Forward,PF,4.12E-146,1.97E-16,8.68E-46,0,1.14E-09,1.93E-166,0,0.999999999,2.50E-19
2015ekanterokc,enes,kanter,2015,okc,83,16.7,24.9,3.1,0.7,1.5,12.2,29.9,23.4,24,0.349,0.797,20.7,0.579,0.594,0.065,0.029,0.762,0.476,1,0.62,0.159,0.192,8,Skilled Forward,C,1.36E-136,4.43E-12,2.52E-66,0,8.09E-10,4.28E-56,0,0.999999999,4.61E-97
2018ko'quinnind,kyle,o'quinn,2018,ind,82,8.9,26.4,22.4,1.2,6,17.6,20.6,20.8,16.8,0.154,0.81,17.9,0.548,0.809,0.029,0.088,0.167,0.083,1,0.272,0.11,0.53,8,Skilled Forward,C,6.77E-217,3.24E-61,3.55E-163,0,7.40E-10,8.10E-48,0,0.999999999,1.98E-67
2009astoudemirephx,amar'e,stoudemire,2009,phx,82,9.7,18.9,4.8,0.9,2.1,12.1,33.6,27.3,22.6,0.5,0.771,22.4,0.559,0.612,0.164,0.005,0.167,0.167,1,0.428,0.264,0.303,8,Skilled Forward,PF,1.03E-164,1.98E-66,1.91E-160,0,7.40E-09,4.22E-114,0,0.999999993,2.39E-19
2012sibakaokc,serge,ibaka,2012,okc,82,11.1,17,2.8,0.6,7.4,12.7,21.8,18.1,19.4,0.246,0.749,16.1,0.591,0.746,0.135,0.073,0.912,0.351,0.95,0.334,0.154,0.438,8,Skilled Forward,PF,1.03E-185,6.37E-25,3.04E-77,0,9.01E-09,3.23E-105,0,0.999999991,2.63E-62
2018mleonardpor,meyers,leonard,2018,por,85,6.1,21.8,11.8,0.7,0.8,14,19.7,14.8,15.8,0.211,0.843,13.3,0.626,0.817,0.227,0.459,0.126,0.45,0.94,0.331,0.095,0.116,8,Skilled Forward,C,2.49E-153,3.38E-12,2.06E-37,0,1.20E-08,6.52E-197,0,0.999999988,7.92E-28
2010smariondal,shawn,marion,2010,dal,79,9.1,19.2,8.3,1.6,1.7,12.5,23.3,21.5,17,0.197,0.768,19.5,0.536,0.685,0.096,0.04,0.576,0.152,1,0.361,0.428,0.172,8,Skilled Forward,SF,6.05E-124,3.04E-36,1.93E-100,0,1.26E-08,3.33E-42,0,0.999999987,3.37E-27
2016bbasslac,brandon,bass,2016,lac,80,8.6,16.2,5.7,1.2,1.6,11.4,25.3,19.7,19.7,0.473,0.875,16.1,0.579,0.679,0.199,0.016,0.333,0.333,1,0.532,0.118,0.334,8,Skilled Forward,PF,6.86E-105,2.39E-14,1.61E-29,0,1.60E-08,2.83E-136,0,0.999999984,5.73E-22
2011abynumlal,andrew,bynum,2011,lal,84,10.6,26.1,7.4,0.7,4,13.9,28.2,23.8,22.9,0.425,0.692,20,0.56,0.675,0.176,0.006,0.2,0.2,1,0.476,0.435,0.083,8,Skilled Forward,C,2.55E-146,6.06E-41,1.65E-101,0,1.87E-08,8.62E-114,0,0.999999981,3.30E-26
2013sibakaokc,serge,ibaka,2013,okc,82,10,19.6,5.2,0.7,6.7,10.3,23.1,19.8,19.6,0.203,0.784,18.4,0.546,0.79,0.132,0.061,0.817,0.383,0.957,0.327,0.15,0.461,8,Skilled Forward,PF,6.06E-153,2.29E-17,1.84E-55,0,2.84E-08,8.75E-89,0,0.999999972,6.22E-45
2016njokicden,nikola,jokic,2016,den,82,11.6,27.2,28.8,1.5,2.1,15.2,29.3,23.5,26.3,0.267,0.825,20.5,0.628,0.566,0.029,0.163,0.072,0.324,0.933,0.349,0.293,0.199,8,Skilled Forward,C,7.81E-52,7.87E-39,1.42E-49,0,3.70E-08,2.81E-25,0,0.999999963,2.28E-17
2017ktownsmin,karl-anthony,towns,2017,min,84,9.3,30.9,10.8,1.1,3.5,10.5,29.9,22.9,24.9,0.343,0.858,20.1,0.585,0.642,0.096,0.243,0.161,0.421,0.975,0.341,0.246,0.169,8,Skilled Forward,C,1.72E-52,1.89E-08,1.04E-13,0,4.62E-10,6.08E-41,0,0.999999936,4.49E-08
2010bgriffinlac,blake,griffin,2010,lac,82,10.2,26.9,18.7,1,1.1,11.7,30.7,27.3,21.9,0.505,0.642,22.9,0.51,0.666,0.176,0.017,0.042,0.292,1,0.408,0.318,0.256,8,Skilled Forward,PF,6.74E-99,8.90E-27,1.03E-32,0,8.80E-08,2.36E-120,0,0.999999912,8.70E-19
2017blopezlal,brook,lopez,2017,lal,84,4.6,13.4,11.6,0.8,4.6,10.2,26.5,23.5,16.5,0.199,0.703,21.9,0.549,0.545,0.059,0.41,0.123,0.345,0.982,0.178,0.251,0.162,8,Skilled Forward,C,1.37E-33,1.76E-08,2.10E-10,0,7.09E-08,5.81E-28,0,0.999999911,1.75E-18
2016ko'quinnnyk,kyle,o'quinn,2016,nyk,82,13.7,24.8,14.8,1.5,6.9,14.5,20.2,18.5,20.5,0.201,0.771,16.8,0.538,0.662,0.092,0.041,0.118,0.118,1,0.47,0.119,0.371,8,Skilled Forward,C,1.74E-242,7.22E-45,1.16E-184,0,9.61E-08,1.57E-71,0,0.999999904,2.78E-75
2010zrandolphmem,zach,randolph,2010,mem,81,14.2,26,10.2,1.2,0.7,10,28.8,25,22.6,0.333,0.758,22.8,0.515,0.485,0.011,0.036,0.116,0.186,1,0.394,0.329,0.241,8,Skilled Forward,PF,1.46E-139,4.68E-27,1.23E-110,0,1.26E-07,7.97E-54,0,0.999999874,5.28E-35
2018mharrelllac,montrezl,harrell,2018,lac,80,9.3,16.7,12.5,1.6,4,11,29.8,23.5,23.4,0.466,0.643,19.4,0.623,0.696,0.252,0.019,0.059,0.176,1,0.669,0.242,0.07,8,Skilled Forward,C,1.08E-193,3.66E-55,2.14E-136,0,1.33E-07,8.08E-227,0,0.999999867,8.31E-22
2018sibakator,serge,ibaka,2018,tor,82,8.6,23.2,7.7,0.7,4.3,10.7,26.5,22.9,18.7,0.202,0.763,20.9,0.586,0.788,0.09,0.193,0.107,0.29,0.98,0.259,0.229,0.32,8,Skilled Forward,C,3.06E-57,9.21E-15,2.58E-28,0,1.64E-07,9.56E-40,0,0.999999824,1.27E-08
2011tyoungphi,thaddeus,young,2011,phi,80,8.6,12,7.3,2,1.8,6.8,24.6,21.5,18.9,0.21,0.771,21,0.508,0.651,0.073,0.006,0.25,0.25,1,0.389,0.255,0.351,8,Skilled Forward,PF,2.48E-50,5.99E-10,6.37E-40,0,1.88E-07,2.25E-26,0,0.999999811,9.88E-12
2012rhibbertind,roy,hibbert,2012,ind,86,14.8,17.4,8.9,0.9,6.7,14.5,22,22.5,17.3,0.261,0.741,20.2,0.449,0.523,0.064,0.005,0.5,0.25,1,0.36,0.424,0.211,8,Skilled Forward,C,8.37E-180,6.36E-26,1.95E-82,0,2.27E-07,4.53E-75,0,0.999999773,1.35E-42
2017jvalanciunastor,jonas,valanciunas,2017,tor,84,12.1,30.3,7.5,0.8,3.2,12.9,28,22.7,22.5,0.307,0.806,19.6,0.587,0.636,0.108,0.108,0.081,0.405,0.9,0.443,0.333,0.118,8,Skilled Forward,C,4.15E-69,2.48E-12,3.89E-26,0,2.78E-07,7.35E-51,0,0.999999722,3.05E-11
2017jsmithwas,jason,smith,2017,was,84,7.2,13.9,7.4,0.5,4,11.4,19.7,21.7,8.8,0.183,0.905,20,0.494,0.854,0.043,0.278,0.344,0.125,1,0.209,0.096,0.417,8,Skilled Forward,C,1.45E-54,4.75E-09,9.91E-31,0,2.97E-07,3.54E-18,0,0.999999698,9.64E-33
2011klovemin,kevin,love,2011,min,82,11.6,26.4,10,1.1,0.9,9.2,34.3,28.8,25.4,0.434,0.824,25.4,0.475,0.482,0.04,0.266,0.092,0.372,0.924,0.335,0.159,0.24,8,Skilled Forward,PF,4.82E-46,2.39E-09,1.03E-26,0,8.60E-11,2.03E-37,0,0.999999605,3.93E-07
2016klovecle,kevin,love,2016,cle,82,8.9,29.3,9.8,1.4,0.9,10.9,30.2,26.4,21.1,0.34,0.871,23,0.471,0.551,0.014,0.449,0.355,0.373,0.986,0.212,0.156,0.182,8,Skilled Forward,PF,5.27E-31,1.57E-08,8.31E-11,0,3.43E-07,1.86E-24,0,0.999999596,4.53E-08
2014abaynessas,aron,baynes,2014,sas,82,11.2,20.7,4.9,0.7,1.5,14.8,21,17.8,15.9,0.318,0.865,14.9,0.57,0.793,0.131,0.012,0.25,0.25,1,0.554,0.272,0.162,8,Skilled Forward,C,1.63E-91,8.67E-17,5.76E-55,0,4.23E-07,2.70E-62,0,0.999999577,2.63E-19
2018nvucevicorl,nikola,vucevic,2018,orl,84,9.4,31.9,21.9,1.6,3,9.9,32.5,28,25.5,0.168,0.789,26.4,0.549,0.669,0.042,0.171,0.013,0.364,1,0.261,0.299,0.269,8,Skilled Forward,C,4.89E-41,2.73E-15,1.72E-16,0,3.25E-07,3.73E-29,0,0.999999531,1.44E-07
2017cbrewerlal,corey,brewer,2017,lal,81,3.6,10.7,8.1,2.8,0.9,16.3,13.6,14.2,8.9,0.297,0.667,11.9,0.543,0.586,0.081,0.25,0.558,0.186,1,0.547,0.157,0.046,8,Skilled Forward,SF,5.19E-28,5.24E-07,1.49E-14,0,8.47E-10,6.24E-14,0,0.999999475,1.69E-22
2018mturnerind,myles,turner,2018,ind,83,5.4,22,8,1.4,8.4,10.3,22.7,20,18,0.258,0.736,18,0.521,0.78,0.081,0.251,0.077,0.388,0.974,0.256,0.141,0.352,8,Skilled Forward,C,7.13E-125,1.05E-15,2.30E-54,0,5.33E-07,6.22E-88,0,0.999999464,3.34E-09
2018cdiallonop,cheick,diallo,2018,nop,81,8.8,29.3,5.1,1.5,3,14,20.1,16,17.5,0.247,0.746,14.1,0.625,0.826,0.096,0.015,0.5,0.25,1,0.48,0.292,0.214,8,Skilled Forward,PF,4.69E-81,5.70E-20,1.16E-56,0,5.82E-07,2.05E-34,0,0.999999418,5.98E-24
2017laldridgesas,lamarcus,aldridge,2017,sas,83,10.8,17.3,11.3,0.9,3,6.8,34.9,29.1,25,0.296,0.837,27.1,0.526,0.502,0.036,0.068,0.163,0.293,0.963,0.275,0.212,0.445,8,Skilled Forward,C,4.37E-65,2.41E-20,3.96E-55,0,7.15E-07,7.98E-36,0,0.999999285,1.01E-10
2018mgasolmem,marc,gasol,2018,mem,85,3.5,25.5,22.6,1.7,3.3,13.4,23.2,22.3,16.9,0.294,0.756,19,0.491,0.705,0.035,0.324,0.032,0.344,1,0.154,0.243,0.28,8,Skilled Forward,C,8.99E-21,4.64E-16,3.63E-07,0,3.92E-07,3.42E-14,0,0.999999244,3.57E-11
2009zilgauskascle,zydrunas,ilgauskas,2009,cle,87,10.7,19.6,5.6,0.5,2.9,11.6,18.6,19,11.9,0.231,0.743,17.2,0.441,0.705,0.027,0.053,0.957,0.478,1,0.313,0.1,0.534,8,Skilled Forward,C,8.73E-112,4.56E-19,6.87E-64,0,7.83E-07,3.98E-33,0,0.999999217,2.42E-67
2016ekanterokc,enes,kanter,2016,okc,83,14.1,20.8,7.9,1,2,12.5,33.1,27.3,23.7,0.387,0.786,23.6,0.568,0.496,0.042,0.052,0.474,0.132,1,0.571,0.212,0.165,8,Skilled Forward,C,2.23E-195,4.34E-60,8.79E-211,0,8.43E-07,5.56E-52,0,0.999999157,1.03E-39
2012smariondal,shawn,marion,2012,dal,79,8.2,20.6,13.1,1.9,1.8,12.3,20.6,19,18,0.146,0.782,17.5,0.538,0.741,0.071,0.106,0.685,0.315,1,0.357,0.375,0.163,8,Skilled Forward,PF,2.28E-46,7.15E-12,1.00E-18,0,9.13E-07,1.96E-21,0,0.999999087,1.19E-14
2018njokicden,nikola,jokic,2018,den,84,9.8,27.6,37,2.1,1.9,15.4,31.5,27.4,26.3,0.292,0.821,23.7,0.569,0.48,0.009,0.224,0.022,0.307,0.916,0.323,0.299,0.153,8,Skilled Forward,C,1.02E-32,4.02E-55,6.42E-35,0,9.18E-07,2.65E-18,0,0.999999082,1.43E-10
2018rlopezchi,robin,lopez,2018,chi,84,9.4,10,8.8,0.3,4.2,14,21.3,18.6,15.9,0.23,0.724,16.2,0.589,0.569,0.079,0.058,0.032,0.226,1,0.37,0.469,0.102,8,Skilled Forward,C,8.60E-97,4.80E-39,6.71E-76,0,9.33E-07,5.06E-46,0,0.999999067,1.61E-37
2014blopezbkn,brook,lopez,2014,bkn,84,11.5,17.1,4.5,1.1,4.8,8.6,30.5,26.3,22.7,0.278,0.814,24.3,0.517,0.648,0.04,0.01,0.4,0.1,1,0.309,0.34,0.34,8,Skilled Forward,C,3.08E-226,5.41E-59,7.12E-206,0,9.44E-07,5.02E-63,0,0.999999056,1.44E-61
2010klovemin,kevin,love,2010,min,82,13.7,34.2,11.8,0.9,0.8,11.1,28.1,22.9,24.3,0.486,0.85,19.6,0.483,0.525,0.026,0.206,0.081,0.417,0.989,0.352,0.259,0.183,8,Skilled Forward,PF,2.35E-77,1.23E-06,1.49E-36,0,5.71E-11,9.27E-50,0,0.99999877,9.32E-13
2018alenatl,alex,len,2018,atl,85,10.5,18.5,8.6,0.8,3.9,11.5,25.6,22.1,17.2,0.333,0.648,19.4,0.554,0.72,0.215,0.315,0.48,0.363,0.986,0.503,0.122,0.06,8,Skilled Forward,C,1.99E-140,6.65E-08,3.58E-29,0,1.17E-06,1.38E-138,0,0.999998763,6.17E-31
2010mgortatphx,marcin,gortat,2010,phx,83,7.8,28.5,5.2,0.9,3.2,9.7,22.3,18.3,18.8,0.335,0.731,16.2,0.566,0.785,0.117,0.008,0,0.25,1,0.437,0.324,0.232,8,Skilled Forward,C,6.15E-71,6.08E-20,4.87E-48,0,1.30E-06,4.38E-51,0,0.999998701,4.74E-18
2017ko'quinnnyk,kyle,o'quinn,2017,nyk,82,9.7,27.8,16.8,1.3,6.1,18.5,19.7,17,20,0.331,0.772,13.7,0.599,0.659,0.086,0.044,0.235,0.235,1,0.477,0.19,0.289,8,Skilled Forward,C,4.17E-112,1.14E-26,4.41E-71,0,1.53E-06,3.62E-47,0,0.999998473,2.61E-25
2009dbrowncha,derrick,brown,2009,cha,80,7.1,10.4,6,2.1,1.5,9.6,18.5,17.2,12.6,0.49,0.667,14.6,0.471,0.667,0.245,0.048,0.571,0.286,1,0.66,0.048,0.245,8,Skilled Forward,SF,1.81E-164,7.49E-07,1.19E-25,0,8.63E-07,1.74E-195,0,0.999998389,2.31E-22
2014dfavorsuta,derrick,favors,2014,uta,82,10,20.7,9.4,1.4,4.3,10.2,27.6,23.8,21.8,0.362,0.669,21.4,0.527,0.68,0.117,0.007,0.333,0.167,1,0.436,0.22,0.338,8,Skilled Forward,PF,1.85E-131,3.96E-28,1.10E-104,0,1.65E-06,4.91E-55,0,0.999998346,1.66E-30
2018ajohnsonphi,amir,johnson,2018,phi,81,9.7,19.5,16,1.4,1.9,20.5,17.9,17.4,13.1,0.261,0.756,14,0.573,0.687,0.089,0.255,0.175,0.3,1,0.427,0.28,0.038,8,Skilled Forward,C,1.07E-41,1.72E-09,1.80E-14,0,1.66E-06,2.45E-28,0,0.999998341,1.47E-12
2009gwallacecha,gerald,wallace,2009,cha,79,5.9,23.2,9,2,2.2,13.1,23.6,20.3,18.3,0.577,0.776,16.1,0.503,0.567,0.074,0.148,0.664,0.371,0.981,0.572,0.077,0.202,8,Skilled Forward,SF,3.96E-39,1.58E-07,3.00E-11,0,1.68E-06,1.35E-13,0,0.999998164,2.28E-85
2012clandrygsw,carl,landry,2012,gsw,81,10.9,17.3,5.6,0.9,1.3,13.7,23.7,20,17.5,0.453,0.817,16.3,0.541,0.667,0.096,0.005,0.333,0.333,1,0.444,0.191,0.36,8,Skilled Forward,PF,1.48E-57,3.75E-11,7.77E-25,0,1.89E-06,6.98E-38,0,0.99999811,1.97E-14
2016ktownsmin,karl-anthony,towns,2016,min,84,11.2,27.8,13.2,0.9,2.9,11.3,34.5,27.5,25.9,0.289,0.832,24.8,0.582,0.596,0.093,0.186,0.2,0.367,0.96,0.379,0.252,0.183,8,Skilled Forward,C,4.28E-57,8.72E-15,2.88E-32,0,1.01E-09,1.40E-44,0,0.999997944,2.05E-06
2011tthomascha,tyrus,thomas,2011,cha,82,5.4,17.7,6,1.9,4.4,12.7,15.8,19,9,0.254,0.759,17,0.367,0.731,0.055,0.009,0.667,0.333,1,0.223,0.104,0.664,8,Skilled Forward,PF,3.64E-52,1.18E-10,9.15E-20,0,2.42E-06,7.27E-24,0,0.999997585,1.26E-25
2009jsingletonwas,james,singleton,2009,was,80,13.5,19.8,4.3,1.2,3.6,14.7,13.3,14.9,11.8,0.295,0.839,13,0.406,0.606,0.063,0.079,0.133,0.133,1,0.358,0.163,0.4,8,Skilled Forward,PF,8.33E-171,2.79E-22,8.64E-106,0,2.43E-06,5.46E-34,0,0.999997568,1.72E-80
2018dtheisbos,daniel,theis,2018,bos,80,10.2,16.2,10.5,1.1,4.1,9.9,19.8,15.8,17,0.286,0.737,14.1,0.603,0.792,0.214,0.252,0.06,0.388,0.962,0.47,0.128,0.15,8,Skilled Forward,C,2.18E-146,8.27E-08,3.27E-40,0,2.46E-06,1.85E-162,0,0.999997458,8.64E-26
2010dwestnoh,david,west,2010,noh,81,7.6,18.7,12.7,1.5,2.1,10.7,29.2,25.8,20.4,0.314,0.807,23,0.51,0.599,0.018,0.009,0.111,0.222,1,0.201,0.329,0.462,8,Skilled Forward,PF,2.97E-75,2.07E-31,8.18E-66,0,2.71E-06,3.72E-22,0,0.999997291,2.32E-21
2018smejridal,salah,mejri,2018,dal,86,9.7,25.3,13.2,1.2,5.5,14.3,17.1,15.8,16.1,0.286,0.625,13.6,0.564,0.727,0.214,0.304,0.118,0.324,1,0.5,0.143,0.054,8,Skilled Forward,C,8.62E-131,4.86E-07,2.87E-27,0,2.22E-06,2.87E-144,0,0.99999729,3.14E-21
2012mspeightscle,marreese,speights,2012,cle,82,10.7,21.4,7.4,1,2.9,10.5,28.6,26.6,18.2,0.32,0.806,24.3,0.461,0.739,0.065,0.015,0.2,0.2,1,0.312,0.196,0.478,8,Skilled Forward,C,1.27E-86,6.17E-17,9.49E-60,0,2.88E-06,4.27E-28,0,0.999997121,4.54E-15
2015smuhammadmin,shabazz,muhammad,2015,min,78,7,11.4,5.2,0.7,0.3,8.2,25.9,22.8,15.2,0.355,0.764,20.4,0.516,0.615,0.093,0.223,0.421,0.289,1,0.373,0.232,0.172,8,Skilled Forward,SF,1.26E-30,1.39E-08,1.63E-10,0,2.78E-06,1.66E-32,0,0.999997105,9.89E-08
2010pgasollal,pau,gasol,2010,lal,84,10.3,20.5,15.1,0.8,3.3,9.8,26.8,21.8,23.3,0.384,0.823,19.5,0.53,0.574,0.066,0.003,0.667,0.333,1,0.313,0.346,0.339,8,Skilled Forward,C,1.44E-69,5.00E-18,1.51E-32,0,2.93E-06,6.96E-29,0,0.99999707,2.44E-21
2017lnancelal,larry,nance,2017,lal,81,12.6,20.2,9.2,3.1,1.8,12.3,18.7,15.3,19.4,0.344,0.632,13.1,0.606,0.715,0.269,0.016,0.25,0.25,1,0.601,0.15,0.237,8,Skilled Forward,C,6.39E-207,3.13E-19,1.70E-65,0,2.97E-06,9.25E-253,0,0.999997035,2.05E-28
2014twarrenphx,t.j.,warren,2014,phx,80,7.3,7.9,6.6,1.5,1.1,10.8,19.9,17.8,14,0.089,0.737,17.4,0.56,0.62,0.051,0.098,0.333,0.238,1,0.425,0.262,0.215,8,Skilled Forward,SF,1.18E-54,9.41E-13,1.15E-45,0,3.22E-06,9.04E-16,0,0.99999678,3.55E-19
2009smariondal,shawn,marion,2009,dal,79,7.7,15.2,7.2,1.5,1.9,10.6,19.5,18.1,14.7,0.179,0.755,16.9,0.516,0.724,0.086,0.024,0.474,0.158,1,0.482,0.333,0.161,8,Skilled Forward,SF,2.70E-110,8.41E-22,5.44E-90,0,3.22E-06,1.05E-26,0,0.999996779,2.56E-33
2010rbrewerchi,ronnie,brewer,2010,chi,79,3.7,13.2,12.1,3.2,0.9,10.2,15,13.9,13.8,0.311,0.654,12.7,0.498,0.724,0.101,0.063,0.37,0.222,1,0.422,0.082,0.434,8,Skilled Forward,SG,7.70E-52,1.60E-07,2.21E-29,0,3.18E-06,2.67E-32,0,0.999996663,5.48E-26
2009cmaggettegsw,corey,maggette,2009,gsw,78,4.9,15.2,13.2,1.2,0.1,13,31.9,26.7,20.3,0.622,0.835,20.4,0.531,0.577,0.053,0.056,0.32,0.26,1,0.409,0.113,0.422,8,Skilled Forward,PF,3.93E-31,3.52E-55,1.91E-54,0,4.40E-07,1.61E-24,0,0.999996654,2.91E-06
2010dleegsw,david,lee,2010,gsw,81,9.1,21.9,14,1.4,0.9,13.4,23.1,21.2,17.8,0.273,0.787,18.8,0.508,0.675,0.086,0.003,0,0.333,1,0.354,0.236,0.407,8,Skilled Forward,PF,8.41E-41,1.15E-06,2.56E-17,0,2.13E-06,3.14E-35,0,0.999996632,7.96E-08
2018mbambaorl,mohamed,bamba,2018,orl,84,8.8,24,7.4,0.8,7,13.7,18.7,17.8,14.9,0.259,0.587,15.5,0.555,0.656,0.148,0.288,0.257,0.3,0.952,0.35,0.144,0.218,8,Skilled Forward,C,6.38E-112,1.28E-08,3.68E-35,0,3.56E-06,9.60E-87,0,0.999996425,7.76E-26
2009tduncansas,tim,duncan,2009,sas,83,10.8,26.8,17.8,1,3.5,10.1,30,26,24.7,0.346,0.725,23.2,0.522,0.551,0.032,0.01,0,0.182,1,0.303,0.309,0.378,8,Skilled Forward,C,1.53E-137,5.05E-40,2.66E-111,0,3.81E-06,9.54E-39,0,0.999996187,1.73E-52
2018psiakamtor,pascal,siakam,2018,tor,81,5.4,17.5,14.6,1.4,1.7,12.5,25.5,20.8,18.7,0.32,0.785,17.8,0.602,0.493,0.063,0.226,0.682,0.369,0.975,0.403,0.302,0.069,8,Skilled Forward,PF,1.24E-24,4.02E-15,5.91E-07,0,3.57E-06,1.17E-10,0,0.999995835,1.09E-32
2015kporzingisnyk,kristaps,porzingis,2015,nyk,87,7.1,20.7,7.9,1.3,5,10.9,25.8,24.6,17.7,0.271,0.838,22.2,0.454,0.586,0.064,0.274,0.099,0.333,0.988,0.216,0.184,0.326,8,Skilled Forward,PF,3.54E-48,4.45E-06,2.81E-15,0,9.17E-08,3.19E-31,0,0.999995436,2.44E-08
2018tgibsonmin,taj,gibson,2018,min,81,10.8,18.3,7.3,1.5,2,10.6,21.4,17.2,17.8,0.33,0.757,15.3,0.583,0.669,0.104,0.063,0.765,0.324,1,0.547,0.248,0.142,8,Skilled Forward,PF,3.07E-76,6.62E-07,7.19E-27,0,3.97E-06,1.16E-35,0,0.999995367,1.67E-32
2017jrandlelal,julius,randle,2017,lal,81,8.9,22.8,15.8,0.9,1.7,16.3,28.9,25.3,19.9,0.47,0.718,19.7,0.575,0.534,0.116,0.05,0.111,0.222,1,0.545,0.315,0.089,8,Skilled Forward,C,5.09E-72,5.63E-47,1.19E-65,0,4.91E-06,3.25E-53,0,0.999995039,5.27E-08
2018whernangomezcha,willy,hernangomez,2018,cha,83,15.3,26.3,11.5,1,2.1,13.9,25.2,22.1,20.4,0.488,0.694,17.7,0.539,0.659,0.095,0.132,0.128,0.385,1,0.553,0.268,0.048,8,Skilled Forward,C,8.11E-101,1.41E-09,1.08E-42,0,5.33E-06,1.06E-49,0,0.999994667,4.21E-13
2014bbassbos,brandon,bass,2014,bos,80,7.8,14.9,8.6,1.1,1.3,9.6,22.5,19.5,16.3,0.313,0.79,17.7,0.515,0.69,0.149,0.047,0.875,0.281,1,0.366,0.132,0.455,8,Skilled Forward,PF,2.07E-98,1.45E-10,1.39E-31,0,6.26E-06,2.55E-72,0,0.999993744,5.79E-26
2009klovemin,kevin,love,2009,min,82,14.5,28.6,12.9,1.3,1,13.2,24.5,22.4,20.7,0.427,0.815,18.8,0.474,0.527,0.026,0.164,0.132,0.33,0.914,0.427,0.176,0.232,8,Skilled Forward,PF,1.34E-82,3.16E-09,1.50E-41,0,6.31E-06,2.02E-41,0,0.999993691,6.69E-13
2016blopezbkn,brook,lopez,2016,bkn,84,5.8,13.3,14.8,0.8,4.2,12.1,32.8,29.2,20.4,0.311,0.81,25,0.536,0.504,0.049,0.33,0.137,0.346,0.985,0.229,0.298,0.145,8,Skilled Forward,C,1.63E-31,6.69E-32,9.77E-17,0,6.37E-06,4.13E-28,0,0.999993626,1.02E-10
2017jcollinsatl,john,collins,2017,atl,82,11,22.8,8.9,1.3,3.8,14.3,21.3,17.9,18.3,0.341,0.715,14.9,0.598,0.742,0.273,0.086,0.723,0.34,1,0.589,0.167,0.16,8,Skilled Forward,PF,2.88E-225,8.47E-13,3.33E-43,0,6.59E-06,9.36E-239,0,0.999993409,2.17E-41
2016rholmesphi,richaun,holmes,2016,phi,82,8.7,20.1,8.3,1.7,3.7,10.7,22.8,18.6,18.6,0.25,0.699,16.8,0.606,0.798,0.245,0.187,0.195,0.351,1,0.483,0.184,0.145,8,Skilled Forward,C,1.13E-140,8.03E-10,3.08E-27,0,6.65E-06,9.78E-202,0,0.999993349,9.92E-16
2016mgasolmem,marc,gasol,2016,mem,85,2.6,18.8,24.8,1.4,3.7,11.3,29.7,26.4,20.3,0.286,0.837,23.8,0.48,0.57,0.022,0.231,0.019,0.388,0.981,0.129,0.255,0.385,8,Skilled Forward,C,7.30E-23,9.29E-19,1.68E-06,0,2.34E-06,1.71E-16,0,0.999993106,2.87E-06
2014sibakaokc,serge,ibaka,2014,okc,82,7,18.1,4.2,0.7,5.8,10.4,21.7,18.9,16.6,0.14,0.836,18.6,0.511,0.741,0.064,0.261,0.18,0.376,0.987,0.197,0.132,0.409,8,Skilled Forward,PF,4.47E-71,1.22E-09,5.44E-32,0,6.91E-06,2.77E-47,0,0.999993081,8.21E-09
2015jsmithorl,jason,smith,2015,orl,84,4.9,15.8,8.6,1.4,4.6,9.7,23.1,22.1,14.6,0.133,0.806,21.3,0.493,0.888,0.008,0.032,0.438,0.25,1,0.137,0.058,0.773,8,Skilled Forward,C,1.15E-79,1.35E-15,1.73E-44,0,7.08E-06,2.53E-33,0,0.999992915,5.41E-24
